0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.3013698630136986,1.0,0.5342465753424658,0.9023255813953488,0.7168949771689498,0.6325581395348837,0.8538812785388128,0.44651162790697674,1.0,0.3581395348837209,0.5159817351598174,0.3209302325581395,0.4931506849315068,0.16744186046511628,0.4748858447488584,0.37209302325581395,0.4840182648401826,0.5302325581395348,0.3424657534246575,0.33488372093023255,0.3242009132420091,0.2186046511627907,0.3378995433789954,0.4790697674418605,0.365296803652968,0.6465116279069767,0.1872146118721461,0.386046511627907,0.1643835616438356,0.2558139534883721,0.2237442922374429,0.4930232558139535,0.2876712328767123,0.6604651162790698,0.0547945205479452,0.4558139534883721,0.0182648401826484,0.2558139534883721,0.0,0.13023255813953488,0.0045662100456621,0.0
0.3073394495412844,1.0,0.5412844036697247,0.8959276018099548,0.7247706422018348,0.6380090497737556,0.8577981651376146,0.45701357466063347,1.0,0.3574660633484163,0.5091743119266054,0.33031674208144796,0.4908256880733945,0.18099547511312217,0.481651376146789,0.3891402714932127,0.4908256880733945,0.5339366515837104,0.3348623853211009,0.34841628959276016,0.3211009174311927,0.23529411764705882,0.3532110091743119,0.49321266968325794,0.38073394495412843,0.6561085972850679,0.1834862385321101,0.39819004524886875,0.16055045871559634,0.27149321266968324,0.23853211009174313,0.5067873303167421,0.3073394495412844,0.669683257918552,0.05045871559633028,0.4660633484162896,0.009174311926605505,0.26244343891402716,0.0,0.13574660633484162,0.0,0.0
0.3031674208144796,1.0,0.5339366515837104,0.8959276018099548,0.7194570135746606,0.6380090497737556,0.8597285067873304,0.45701357466063347,1.0,0.3574660633484163,0.5067873303167421,0.3393665158371041,0.48868778280542985,0.17647058823529413,0.4751131221719457,0.38009049773755654,0.4796380090497738,0.5339366515837104,0.334841628959276,0.3574660633484163,0.3212669683257919,0.24434389140271492,0.34841628959276016,0.502262443438914,0.3755656108597285,0.665158371040724,0.19004524886877827,0.4072398190045249,0.167420814479638,0.28054298642533937,0.23529411764705882,0.5067873303167421,0.3076923076923077,0.665158371040724,0.058823529411764705,0.4660633484162896,0.02262443438914027,0.26244343891402716,0.004524886877828055,0.13122171945701358,0.0,0.0
0.3,1.0,0.5318181818181819,0.8995433789954338,0.7227272727272728,0.6484018264840182,0.8636363636363636,0.4657534246575342,1.0,0.3561643835616438,0.5045454545454545,0.3287671232876712,0.4863636363636364,0.1643835616438356,0.4727272727272727,0.3744292237442922,0.4818181818181818,0.5251141552511416,0.33636363636363636,0.3470319634703196,0.3181818181818182,0.228310502283105,0.34545454545454546,0.4840182648401826,0.38181818181818183,0.6438356164383562,0.19090909090909092,0.3972602739726027,0.1590909090909091,0.2602739726027397,0.23636363636363636,0.4931506849315068,0.30454545454545456,0.6529680365296804,0.05909090909090909,0.4657534246575342,0.022727272727272728,0.2648401826484018,0.004545454545454545,0.136986301369863,0.0,0.0
0.3013698630136986,1.0,0.5296803652968036,0.8968609865470852,0.7168949771689498,0.6367713004484304,0.8584474885844748,0.452914798206278,1.0,0.34977578475336324,0.4977168949771689,0.33183856502242154,0.4794520547945205,0.17040358744394618,0.4657534246575342,0.37668161434977576,0.4794520547945205,0.5246636771300448,0.3287671232876712,0.34977578475336324,0.3105022831050228,0.2242152466367713,0.3424657534246575,0.47533632286995514,0.3789954337899543,0.6278026905829597,0.182648401826484,0.3991031390134529,0.1552511415525114,0.2645739910313901,0.228310502283105,0.48878923766816146,0.2968036529680365,0.6457399103139013,0.0502283105022831,0.4618834080717489,0.0182648401826484,0.2600896860986547,0.0,0.13452914798206278,0.0,0.0
0.3302752293577982,1.0,0.5504587155963303,0.8949771689497716,0.7293577981651376,0.6164383561643836,0.8669724770642202,0.4292237442922374,1.0,0.3333333333333333,0.518348623853211,0.3333333333333333,0.5,0.1552511415525114,0.47706422018348627,0.365296803652968,0.48623853211009177,0.5251141552511416,0.3486238532110092,0.3515981735159817,0.3256880733944954,0.2191780821917808,0.3440366972477064,0.4703196347031963,0.38073394495412843,0.6255707762557078,0.19724770642201836,0.4018264840182648,0.16972477064220184,0.2602739726027397,0.22477064220183487,0.4977168949771689,0.29357798165137616,0.6621004566210046,0.05963302752293578,0.4657534246575342,0.027522935779816515,0.2602739726027397,0.0045871559633027525,0.1324200913242009,0.0,0.0
0.33031674208144796,1.0,0.5565610859728507,0.8986784140969163,0.7285067873303167,0.6299559471365639,0.8642533936651584,0.43612334801762115,1.0,0.33480176211453744,0.5113122171945701,0.3436123348017621,0.4841628959276018,0.17180616740088106,0.4796380090497738,0.3700440528634361,0.48868778280542985,0.5154185022026432,0.3438914027149321,0.3656387665198238,0.3212669683257919,0.23788546255506607,0.3574660633484163,0.4845814977973568,0.3936651583710407,0.6299559471365639,0.20361990950226244,0.41409691629955947,0.167420814479638,0.2775330396475771,0.24434389140271492,0.4933920704845815,0.31221719457013575,0.6431718061674009,0.07239819004524888,0.47577092511013214,0.03167420814479638,0.2687224669603524,0.013574660633484163,0.13656387665198239,0.0,0.0
0.3287671232876712,1.0,0.5570776255707762,0.8982300884955752,0.7351598173515982,0.6327433628318584,0.867579908675799,0.4336283185840708,1.0,0.33185840707964603,0.5114155251141552,0.34513274336283184,0.4931506849315068,0.168141592920354,0.4794520547945205,0.3672566371681416,0.4885844748858447,0.5176991150442478,0.3470319634703196,0.36283185840707965,0.319634703196347,0.23893805309734514,0.3607305936073059,0.4911504424778761,0.3972602739726027,0.6504424778761062,0.2054794520547945,0.41150442477876104,0.1689497716894977,0.2743362831858407,0.2511415525114155,0.4911504424778761,0.319634703196347,0.6460176991150443,0.0730593607305936,0.47345132743362833,0.0319634703196347,0.26548672566371684,0.0091324200913242,0.13716814159292035,0.0,0.0
0.3333333333333333,1.0,0.5630630630630631,0.8933333333333333,0.7387387387387387,0.6133333333333333,0.8693693693693694,0.41333333333333333,1.0,0.3111111111111111,0.5135135135135135,0.3288888888888889,0.4954954954954955,0.16,0.481981981981982,0.36444444444444446,0.49099099099099097,0.5111111111111111,0.35135135135135137,0.3511111111111111,0.32432432432432434,0.21777777777777776,0.36036036036036034,0.4666666666666667,0.3963963963963964,0.6222222222222222,0.2072072072072072,0.4,0.17567567567567569,0.27111111111111114,0.24774774774774774,0.49333333333333335,0.3153153153153153,0.6444444444444445,0.08108108108108109,0.4622222222222222,0.036036036036036036,0.2577777777777778,0.013513513513513514,0.13333333333333333,0.0,0.0
0.35,1.0,0.5772727272727273,0.8893805309734514,0.75,0.6106194690265486,0.8681818181818182,0.41150442477876104,1.0,0.3053097345132743,0.5272727272727272,0.3274336283185841,0.4954545454545455,0.1592920353982301,0.4909090909090909,0.36283185840707965,0.5,0.5176991150442478,0.36363636363636365,0.35398230088495575,0.33181818181818185,0.23008849557522124,0.36818181818181817,0.47345132743362833,0.4090909090909091,0.6327433628318584,0.21818181818181817,0.4026548672566372,0.17727272727272728,0.26991150442477874,0.2545454545454545,0.48672566371681414,0.32727272727272727,0.6415929203539823,0.08636363636363636,0.4646017699115044,0.03636363636363636,0.2610619469026549,0.013636363636363636,0.13274336283185842,0.0,0.0
